game	M1_v0.7.8a6	10yard	\N	\N	\N	\N	\N	10-Yard Fight (World) [sound only]	1983	Irem	\N	\N	Irem M62	
game_rom	M1_v0.7.8a6	qzquest	c92-04.9	\N	\N	524288	e421bb43	a89157e65b537b31f5837435dae848adde8a86d1	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	qzshowby	\N	\N	\N	\N	\N	Quiz Sekai wa SHOW by shobai (Japan) [sound only]	1993	Taito Corporation	\N	\N	Taito AIR/B/Dual68k/H/F2 Systems	
game_rom	M1_v0.7.8a6	qzshowby	d72-11.bin	\N	\N	131072	2ca046e2	983620e657d729e1441d509f18141bb3bb581855	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	qzshowby	d72-01.bin	\N	\N	2097152	b82b8830	4b2dca16fe072a5ee51de5cf40637e3f1b39f695	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	rab_320	\N	\N	\N	\N	\N	Rocky and Bullwinkle (3.20) (pinball) [sound only]	1983	Data East	\N	\N	Tattoo Assassins	
game_rom	M1_v0.7.8a6	rab_320	rab.u7	\N	\N	65536	b232e630	880fffc395d7c24bdea4e7e8000afba7ea71c094	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rab_320	rab.u17	\N	\N	524288	7f2b53b8	fd4f4ed1ed343069ffc534fe4b20026fe7403220	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rab_320	rab.u21	\N	\N	262144	3de1b375	a48bb80483ca03cd7c3bf0b5f2930a6ee9cc448d	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	rachero	\N	\N	\N	\N	\N	Racing Hero (FD1094 317-0144) [sound only]	1989	Sega	\N	\N	Turbo OutRun + X Board	
game_rom	M1_v0.7.8a6	rachero	epr-12859.ic17	\N	\N	65536	d57881da	75b7f331ea8c2e33d6236e0c8fc8dabe5eef8160	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rachero	epr-12876.ic11	\N	\N	131072	f72a34a0	28f7d077c24352557da3a91a7e49b0c5b79f2a2e	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rachero	epr-12877.ic12	\N	\N	131072	18c1b6d2	860cbb96999ab76c40ce96996bba70c42d845abc	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rachero	epr-12878.ic13	\N	\N	131072	7c212c15	360b332d2fb32d88949ff8b357a863ffaaca39c2	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	racinfrc	\N	\N	\N	\N	\N	Racin' Force (ver EAC) [sound only]	1994	Konami	\N	\N	System GX	
game_rom	M1_v0.7.8a6	racinfrc	250a06.8p	\N	\N	131072	2d0a3ff1	ce4261d5f86821e98e971a35403c793506d0566b	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	racinfrc	250a07.6p	\N	\N	131072	612b670a	255515fa5096fcc4681b32defa0ae855286d8ed1	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	racinfrc	250a17.14y	\N	\N	2097152	adefa079	d25911e3a02d92dc936c3d7e9d76fc270bd1a75a	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	racinfrc	250a18.12y	\N	\N	2097152	8014a2eb	d82f0a7d559340ae05a78ecc8bb69bb35b9c0658	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	racingb	\N	\N	\N	\N	\N	Racing Beat (World) [sound only]	1991	Taito Corporation Japan	\N	\N	Taito Z System	
game_rom	M1_v0.7.8a6	racingb	c84-101.42	\N	\N	131072	9322106e	6c42ee7b9c76483fec2e397ec2737c030a082267	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	racingb	c84-85.31	\N	\N	524288	24cd838d	18139f7df191ff2d005d76b3a85a6fafb630ea42	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	racingb	c84-86.33	\N	\N	1048576	98d9771e	0cbb6b08e1fa5e632309962d7ad7dca448ef4d78	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	racingb	c84-87.46	\N	\N	524288	9c1dd80c	e1bae4e02fd94413fac4683e39e530f9d508d658	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	racingj	\N	\N	\N	\N	\N	Racing Jam [sound only]	1998	Konami	\N	\N	Konami Hornet	
game_rom	M1_v0.7.8a6	racingj	676gna08.7s	\N	\N	524288	8973f6f2	f5648a7e0205f7e979ccacbb52936809ce14a184	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	racingj	676a09.16p	\N	\N	4194304	f85c8dc6	8b302c80be309b5cc68b75945fcd7b87a56a4c9b	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	racingj	676a10.14p	\N	\N	4194304	7b5b7828	aec224d62e4b1e8fdb929d7947ce70d84ba676cf	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	racingj2	\N	\N	\N	\N	\N	Racing Jam: Chapter 2 [sound only]	1999	Konami	\N	\N	Konami Hornet	
game_rom	M1_v0.7.8a6	racingj2	888a08.7s	\N	\N	524288	55fbea65	ad953f758181731efccadcabc4326e6634c359e8	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	racingj2	888a09.16p	\N	\N	4194304	11e2fed2	24b8a367b59fedb62c56f066342f2fa87b135fc5	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	racingj2	888a10.14p	\N	\N	4194304	328ce610	dbbc779a1890c53298c0db129d496df048929496	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	rackemup	\N	\N	\N	\N	\N	Rack 'em Up [sound only]	1987	Konami	\N	\N	Battlantis	
game_rom	M1_v0.7.8a6	rackemup	765_j01.10a	\N	\N	32768	77ae753e	9e463a825d31bb79644b083d24b25670d96441c5	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	radcl_l1	\N	\N	\N	\N	\N	Radical (L-1) (pinball) [sound only]	1990	Bally	\N	\N	Williams Y-Unit CVSD	
game_rom	M1_v0.7.8a6	radcl_l1	rad_u4.l1	\N	\N	65536	5aafc09c	27984bbc91dc7593e6a5b42f74dd6ddf58189bec	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	radcl_l1	rad_u19.l1	\N	\N	65536	7c005e1f	bdeea7517f2adf72b4b642bffb25ba5b98453127	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	radcl_l1	rad_u20.l1	\N	\N	32768	05b96292	7da0289cf0a0c93768c0706fdedfc3a5f2101e77	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	radm	\N	\N	\N	\N	\N	Rad Mobile (World) [sound only]	1991	Sega	\N	\N	System 32	
game_rom	M1_v0.7.8a6	radm	epr-13527.ic9	\N	\N	131072	a2e3fbbe	2787bbef696ab3f2b7855ac991867837d3de54cd	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	radm	epr-13523.ic14	\N	\N	524288	d5563697	eb3fd3dbfea383ac1bb5d2e1552723994cb4693d	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	radm	epr-13699.ic20	\N	\N	524288	33fd2913	60b664559b4989446b1c7d875432e53a36fe27df	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	raflesia	\N	\N	\N	\N	\N	Rafflesia (315-5162) [sound only]	1986	Coreland / Sega	\N	\N	Sega System 1/2	
game_rom	M1_v0.7.8a6	raflesia	epr-7420.120	\N	\N	8192	14387666	9cb18e3002c32f658e4725707069f9cd2f496507	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	ragnagrd	\N	\N	\N	\N	\N	Ragnagard / Shin-Oh-Ken [sound only]	1996	Saurus	\N	\N	Neo Geo	
game_rom	M1_v0.7.8a6	ragnagrd	218-m1.bin	\N	\N	131072	17028bcf	7a4e8f33ce9b41beac2152b8f6003f247699e2e1	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	ragnagrd	218-v1.bin	\N	\N	4194304	61eee7f4	5b11b1a0b1b74dfbc2998cbda9f8f7a5e9059957	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	ragnagrd	218-v2.bin	\N	\N	4194304	6104e20b	18e8aae3e51e141977d523a10e737ff68fe81910	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	raiden	\N	\N	\N	\N	\N	Raiden [sound only]	1990	Seibu Kaihatsu	\N	\N	Raiden	
game_rom	M1_v0.7.8a6	raiden	rai6.bin	\N	\N	65536	723a483b	50e67945e83ea1748fb748de3287d26446d4e0a0	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	raiden	rai7.bin	\N	\N	65536	8f927822	592f2719f2c448c3b4b239eeaec078b411e12dbb	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	raiden2	\N	\N	\N	\N	\N	Raiden 2 (set 1, US Fabtek) [sound only]	1993	Seibu Kaihatsu	\N	\N	Raiden II	
game_rom	M1_v0.7.8a6	raiden2	snd	\N	\N	65536	f51a28f9	7ae2e2ba0c8159a544a8fd2bb0c2c694ba849302	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	raiden2	voi1	\N	\N	524288	f340457b	8169acb24c82f68d223a31af38ee36eb6cb3adf4	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	raiden2	voi2	\N	\N	524288	d321ff54	b61e602525f36eb28a1408ffb124abfbb6a08706	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	raidndx	\N	\N	\N	\N	\N	Raiden DX (set 1) [sound only]	1993	Seibu Kaihatsu	\N	\N	Raiden II	
game_rom	M1_v0.7.8a6	raidndx	dx_5.5b	\N	\N	65536	8c46857a	8b269cb20adf960ba4eb594d8add7739dbc9a837	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	raidndx	dx_6.3b	\N	\N	262144	9a9196da	3d1ee67fb0d40a231ce04d10718f07ffb76db455	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	raidndx	dx_pcm.3a	\N	\N	262144	8cf0d17e	0fbe0b1e1ca5360c7c8329331408e3d799b4714c	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	raimais	\N	\N	\N	\N	\N	Raimais (World) [sound only]	1988	Taito Corporation Japan	\N	\N	Taito AIR/B/Dual68k/H/F2 Systems	
game_rom	M1_v0.7.8a6	raimais	b36-06.bin	\N	\N	65536	29bbc4f8	39a68729c6180c5f6cdf604e692018e7d6bf5591	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	raimais	b36-03.bin	\N	\N	524288	96166516	a6748218188cbd1b037f6c0845416665c0d55a7b	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	rainbow	\N	\N	\N	\N	\N	Rainbow Islands (new version) [sound only]	1987	Taito Corporation	\N	\N	Rainbow Islands	
game_rom	M1_v0.7.8a6	rainbow	b22-14.43	\N	\N	65536	113c1a5b	effa2adf54a6be78b2d4baf3a47529342fb0d895	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	rallybik	\N	\N	\N	\N	\N	Rally Bike / Dash Yarou [sound only]	1988	[Toaplan] Taito Corporation	\N	\N	Toaplan1	
game_rom	M1_v0.7.8a6	rallybik	b45-05.rom	\N	\N	16384	10814601	bad7a834d8849752a7f3000bb5154ec0fa50d695	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	rallyx	\N	\N	\N	\N	\N	Rally X [sound only]	1980	Namco	\N	\N	Rally-X	
game_rom	M1_v0.7.8a6	rallyx	1b	\N	\N	4096	5882700d	b6029e9730f1694894fe8b729ac0ba8d6712dea9	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rallyx	rallyxn.1e	\N	\N	4096	ed1eba2b	82d3a4b34b0ff5cfdb8ca7c18ad5c63d943b8484	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rallyx	rallyxn.1h	\N	\N	4096	4f98dd1c	8a20fadcea76802d1c412ba62086abb846ad54a8	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rallyx	rallyxn.1k	\N	\N	4096	9aacccf0	9b22079972c0f9970d62d62751db4783a87796d5	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rallyx	im5623.3p	\N	\N	256	4bad7017	3e6da9d798f5e07fa18d6ce7d0b148be98c766d5	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rallyx	im5623.2m	\N	\N	256	77245b66	0c4d0bee858b97632411c440bea6948a74759746	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	rambo3	\N	\N	\N	\N	\N	Rambo III (Europe set 1) [sound only]	1989	Taito Europe Corporation	\N	\N	Taito AIR/B/Dual68k/H/F2 Systems	
game_rom	M1_v0.7.8a6	rambo3	r3-00.rom	\N	\N	65536	df7a6ed6	68f7f17c9ead6aee653b02de234ec54b519907d7	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rambo3	r3-a1.rom	\N	\N	131072	4396fa19	cb6d983f210249676c500723041d74fa3fdc517d	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rambo3	r3-a2.rom	\N	\N	131072	41fe53a8	1723046111d0115d3f64c3111c50d51306e88ad0	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rambo3	r3-a3.rom	\N	\N	131072	e89249ba	cd94492a0643e9e1e25b121160914822a6a7723e	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rambo3	r3-a4.rom	\N	\N	131072	9cf4c21b	756fc6bbc798a39a18eab3829e032cac8fe3f8ed	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	rapidrvr	\N	\N	\N	\N	\N	Rapid River [sound only]	1997	Namco	\N	\N	Namco System 12	
game_rom	M1_v0.7.8a6	rapidrvr	rd1wavel.2s	\N	\N	8388608	bf52c08c	6745062e078e520484390fad1f723124aa4076d0	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rapidrvr	rd1waveh.3s	\N	\N	8388608	ef0136b5	a6d923ededca168fe555e0b86a72f53bec5424cc	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rapidrvr	rd3verc.ic3	\N	\N	524288	6e26fbaf	4ab6637d22f0d26f7e1d10e9c80059c56f64303d	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	rastan	\N	\N	\N	\N	\N	Rastan (World) [sound only]	1987	Taito Corporation Japan	\N	\N	Rastan	
game_rom	M1_v0.7.8a6	rastan	b04-19.49	\N	\N	65536	ee81fdd8	fa59dac2583a7d2979550dffc6f9c6c2bd67bfd5	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rastan	b04-20.76	\N	\N	65536	fd1a34cc	b1682959521fa295769207b75cf7d839e9ec95fd	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	raveracw	\N	\N	\N	\N	\N	Rave Racer (Rev. RV2, World) [sound only]	1995	Namco	\N	\N	Namco System 22	
game_rom	M1_v0.7.8a6	raveracw	rv1data.6r	\N	\N	524288	d358ec20	140c513349240417bb546dd2d151f3666b818e91	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	raveracw	c74.bin	\N	\N	16384	a3dce360	8f3248b1890abb2e649927240ae46f73bb171e3b	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	raveracw	rv1wav0.10r	\N	\N	1048576	5aef8143	a75d31298e3ff9b290f238976a11e8b85cfb72d3	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	raveracw	rv1wav2.10n	\N	\N	1048576	5af9dc83	9aeb7f8217b806a6f3ed93056513af9fbcb6b372	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	raveracw	rv1wav1.10p	\N	\N	1048576	9ed9e6b3	dd1da2b08d1b6aa0912daacc77744c9799aabb78	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	raveracw	rv1wav3.10l	\N	\N	1048576	ffb9ad75	a9a61a597bd3bbe9732f92747d82264fe4d9af48	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	rbff1	\N	\N	\N	\N	\N	Real Bout Fatal Fury / Real Bout Garou Densetsu [sound only]	1995	SNK	\N	\N	Neo Geo	
game_rom	M1_v0.7.8a6	rbff1	095-m1.bin	\N	\N	131072	653492a7	39e511fb9ed5d2135dc8428a31d0baafb2ab36e0	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rbff1	069-v1.bin	\N	\N	4194304	2bdbd4db	5f4fecf69c2329d699cbd45829c19303b1e2a80e	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rbff1	069-v2.bin	\N	\N	4194304	a698a487	11b8bc53bc26a51f4a408e900e3769958625c4ed	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rbff1	095-v3.bin	\N	\N	4194304	189d1c6c	f0b8cd1ee40ea3feeb2800f0723b451ec8240203	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	rbff2	\N	\N	\N	\N	\N	Real Bout Fatal Fury 2 - The Newcomers / Real Bout Garou Densetsu 2 - the newcomers (set 1) [sound only]	1998	SNK	\N	\N	Neo Geo	
game_rom	M1_v0.7.8a6	rbff2	240-m1.bin	\N	\N	262144	ed482791	1f54a45967cb7842c33aa24be322c9f33ff75ac3	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rbff2	240-v1.bin	\N	\N	4194304	f796265a	736dff37eb91fc856b4d189249fb0de9b6c0813a	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rbff2	240-v2.bin	\N	\N	4194304	2cb3f3bb	697e677890892f4b028c9a27c66809ca0a8a9b18	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rbff2	240-v3.bin	\N	\N	4194304	df77b7fa	4df971ce20bdb8c1ce8cc1692a32ac69505ffa9a	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rbff2	240-v4.bin	\N	\N	4194304	33a356ee	b2a08052be670f301f8d4903b36c70088d1a11da	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	rbffspec	\N	\N	\N	\N	\N	Real Bout Fatal Fury Special / Real Bout Garou Densetsu Special [sound only]	1996	SNK	\N	\N	Neo Geo	
game_rom	M1_v0.7.8a6	rbffspec	223-m1.bin	\N	\N	131072	3fee46bf	e750f85233953853618fcdff980a4721af1710a3	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rbffspec	223-v1.bin	\N	\N	4194304	76673869	78a26afa29f73de552ffabdbf3fc4bf26be8ae9e	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rbffspec	223-v2.bin	\N	\N	4194304	7a275acd	8afe87ce822614262b72a90b371fc79155ac0d0c	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rbffspec	223-v3.bin	\N	\N	4194304	5a797fd2	94958e334f86d4d71059af8138f255b8d97a3b01	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	rchase	\N	\N	\N	\N	\N	Rail Chase (Japan) [sound only]	1991	Sega	\N	\N	Y Board	
game_rom	M1_v0.7.8a6	rchase	ic102.bin	\N	\N	65536	7cc3b543	c5e6a2dca891d0b6528e6d66ccd18b24ed4a9464	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rchase	ic107.bin	\N	\N	524288	345f5a41	d414c3485ba31863c2b36282756709e06a41d262	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rchase	ic106.bin	\N	\N	524288	f604c270	02023786fec2f2702c2f19f51aff5b7e4928ae91	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rchase	ic105.bin	\N	\N	524288	76095538	aab830e3675116c475fe69e0e991118c045b131b	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	rdft	\N	\N	\N	\N	\N	Raiden Fighters (Japan set 1) [sound only]	1996	Seibu Kaihatsu	\N	\N	Seibu SPI	
game_rom	M1_v0.7.8a6	rdft	gd_1.211	\N	\N	524288	f6b2cbdc	040c4ff961c8be388c8279b06b777d528c2acc1b	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rdft	gd_2.212	\N	\N	524288	1982f812	4f12fc3fd7f7a4beda4d29cc81e3a58d255e441f	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rdft	gd_3.210	\N	\N	524288	b0f59f44	d44fe074ddab35cd0190535cd9fbd7f9e49312a4	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rdft	gd_4.29	\N	\N	524288	cd8705bd	b19a1486d6b899a134d7b518863ddc8f07967e8b	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rdft	rdft.nv	\N	\N	2097664	\N	\N	\N	\N	nodump	\N	\N	\N	
game	M1_v0.7.8a6	rdkng_l4	\N	\N	\N	\N	\N	Road Kings (L-4) (pinball) [sound only]	1986	Williams	\N	\N	Williams Y-Unit CVSD	
game_rom	M1_v0.7.8a6	rdkng_l4	road_u4.l1	\N	\N	32768	4395b48f	2325ce6ba7f6f92f884c302e6f053c31229dc774	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rdkng_l4	road_u21.l1	\N	\N	32768	f34efbf4	cb5ffe9818994f4681e3492a5cd46f410d2e5353	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rdkng_l4	road_u22.l1	\N	\N	32768	a9803804	a400d4621c3f7a6e47546b2f33dc4920183a5a74	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	recordbr	\N	\N	\N	\N	\N	Recordbreaker (World) [sound only]	1988	Taito Corporation Japan	\N	\N	Taito AIR/B/Dual68k/H/F2 Systems	
game_rom	M1_v0.7.8a6	recordbr	b56-19.rom	\N	\N	65536	c68085ee	78634216a622a08c20dae0422283c4a7ed360546	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	recordbr	b56-09.bin	\N	\N	524288	7fd9ee68	edc4455b3f6a6f30f418d03c6e53af875542a325	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	recordbr	b56-10.bin	\N	\N	524288	de1bce59	aa3aea30d6f53e60d9a0d4ec767e1b261d5efc8a	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	regulus	\N	\N	\N	\N	\N	Regulus (315-5033, Rev A.) [sound only]	1983	Sega	\N	\N	Sega System 1/2	
game_rom	M1_v0.7.8a6	regulus	epr-5652.3	\N	\N	8192	74edcb98	bc181c73a6009ca723e715650adb920b77bd311c	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	renegade	\N	\N	\N	\N	\N	Renegade (US) [sound only]	1986	Technos (Taito America license)	\N	\N	Renegade	
game_rom	M1_v0.7.8a6	renegade	n0-5.bin	\N	\N	32768	3587de3b	f82e758254b21eb0c5a02469c72adb86d9577065	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	renegade	n5-5.bin	\N	\N	32768	7ee43a3c	36b14b886096177cdd0bd0c99cbcfcc362b2bc30	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	renegade	n4-5.bin	\N	\N	32768	6557564c	b3142be9d48eacb43786079a7ae012010f6afabb	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	renegade	n3-5.bin	\N	\N	32768	78fd6190	995df0e88f5c34946e0634b50bda8c1cc621afaa	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	rescu911	\N	\N	\N	\N	\N	Rescue 911 (pinball) [sound only]	1994	Gottlieb	\N	\N	Gottlieb System 3	
game_rom	M1_v0.7.8a6	rescu911	yrom1.bin	\N	\N	32768	14f86b56	2364c284412eba719f88d50dcf47d5482365dbf3	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rescu911	drom1.bin	\N	\N	32768	034c6bc3	c483690a6e4ce533b8939e27547175c301316172	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rescu911	arom1.bin	\N	\N	524288	f6daa16c	be132072b27a94f61653de0a22eecc8b90db3077	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rescu911	arom2.bin	\N	\N	262144	59374104	8ad7f5f0109771dd5cebe13e80f8e1a9420f4447	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	rescue	\N	\N	\N	\N	\N	Rescue [sound only]	1982	Stern	\N	\N	Scramble / Super Cobra	
game_rom	M1_v0.7.8a6	rescue	rb15csnd.bin	\N	\N	2048	8b24bf17	cc49fef3c629c12f1a7eb9886fdc2df4b08f4b37	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rescue	rb15dsnd.bin	\N	\N	2048	d96e4fb3	8bb023c7c668f93d2333d648fc3cefdbd66f92db	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	revx	\N	\N	\N	\N	\N	Revolution X (Rev. 1.0 6/16/94) [sound only]	1994	Midway	\N	\N	Midway Digital Compressed Sound (DCS)	
game_rom	M1_v0.7.8a6	revx	revx_snd.2	\N	\N	524288	4ed9e803	ba50f1beb9f2a2cf5110897209b5e9a2951ff165	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	revx	revx_snd.3	\N	\N	524288	af8f253b	25a0000cab177378070f7a6e3c7378fe87fad63e	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	revx	revx_snd.4	\N	\N	524288	3ccce59c	e81a31d64c64e7b1d25f178c53da3d68453c203c	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	revx	revx_snd.5	\N	\N	524288	a0438006	560d216d21cb8073dbee0fd20ebe589932a9144e	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	revx	revx_snd.6	\N	\N	524288	b7b34f60	3b9682c6a00fa3bdb47e69d8e8ceccc244ee55b5	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	revx	revx_snd.7	\N	\N	524288	6795fd88	7c3790730a8b99b63112c851318b1c7e4989e5e0	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	revx	revx_snd.8	\N	\N	524288	793a7eb5	4b1f81b68f95cedf1b356ef362d1eb37acc74b16	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	revx	revx_snd.9	\N	\N	524288	14ddbea1	8dba9dc5529ea77c4312ea61f825bf9062ffc6c3	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	rfjet	\N	\N	\N	\N	\N	Raiden Fighters Jet [sound only]	1998	Seibu Kaihatsu (Tuning license)	\N	\N	Seibu SPI	
game_rom	M1_v0.7.8a6	rfjet	sound1.u0222	\N	\N	524288	d4fc3da1	a03bd97e36a21d27a834b9691b27a7eb7ac51ff2	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	rfjet	rfjet.nv	\N	\N	2097664	\N	\N	\N	\N	nodump	\N	\N	\N	
game	M1_v0.7.8a6	ridgera2	\N	\N	\N	\N	\N	Ridge Racer 2 (Rev. RRS2, US) [sound only]	1994	Namco	\N	\N	Namco System 22	
game_rom	M1_v0.7.8a6	ridgera2	rrs1data.6r	\N	\N	524288	b7063aa8	08ff689e8dd529b91eee423c93f084945c6de417	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	ridgera2	c74.bin	\N	\N	16384	a3dce360	8f3248b1890abb2e649927240ae46f73bb171e3b	\N	\N	\N	\N	\N	\N	
